Order ID,Customer ID,Order Date,Ship Date,Region,State,Category,Sub-Category,Segment,Ship Mode,Sales,Profit,Discount
ORD-100929,CUST-3410,2022-04-13,2022-04-18,West,Nevada,Office Supplies,Supplies,Home Office,Second Class,199.29,13.44,0.1
ORD-100930,CUST-1890,2023-03-27,2023-03-29,West,Nevada,Technology,Phones,Home Office,Second Class,356.14,-79.98,0.4
ORD-100931,CUST-2341,2024-01-15,2024-01-15,East,Pennsylvania,Technology,Accessories,Home Office,First Class,1249.93,191.4,0.05
ORD-100932,CUST-2403,2023-10-16,2023-10-20,South,Florida,Technology,Machines,Home Office,Second Class,1367.8,-89.22,0.1
ORD-100933,CUST-1609,2023-07-03,2023-07-07,South,Tennessee,Technology,Accessories,Consumer,First Class,500.44,40.34,0.1
ORD-100934,CUST-3872,2022-10-28,2022-10-30,South,Alabama,Technology,Copiers,Corporate,Second Class,688.58,104.27,0.0
ORD-100935,CUST-3970,2024-06-16,2024-06-17,East,Virginia,Technology,Accessories,Corporate,Second Class,1061.63,182.7,0.0
ORD-100936,CUST-4171,2023-02-10,2023-02-11,West,Nevada,Office Supplies,Storage,Corporate,Same Day,1133.58,-203.68,0.2
ORD-100937,CUST-2561,2023-11-30,2023-12-01,East,New York,Furniture,Bookcases,Consumer,First Class,1312.12,52.11,0.1
ORD-100938,CUST-3446,2023-06-10,2023-06-14,South,Georgia,Technology,Copiers,Home Office,Same Day,513.0,-59.77,0.2
ORD-100939,CUST-4940,2022-07-10,2022-07-10,West,Washington,Furniture,Bookcases,Consumer,Same Day,390.46,-33.98,0.4
ORD-100940,CUST-2018,2022-12-01,2022-12-05,West,Washington,Technology,Copiers,Home Office,Same Day,1040.49,-273.28,0.4
ORD-100941,CUST-1093,2023-08-10,2023-08-10,South,North Carolina,Office Supplies,Binders,Home Office,Standard Class,995.67,-146.41,0.3
ORD-100942,CUST-3002,2022-07-17,2022-07-18,West,Oregon,Office Supplies,Binders,Home Office,Same Day,492.28,-58.12,0.2
ORD-100943,CUST-4193,2023-02-12,2023-02-17,South,North Carolina,Furniture,Bookcases,Corporate,Standard Class,208.32,-38.22,0.4
ORD-100944,CUST-3479,2024-04-05,2024-04-11,East,Virginia,Technology,Phones,Home Office,Second Class,1197.13,-7.45,0.1
ORD-100945,CUST-1177,2022-08-28,2022-09-03,Central,Michigan,Technology,Copiers,Home Office,Standard Class,555.32,72.68,0.05
ORD-100946,CUST-2014,2022-12-14,2022-12-16,West,Nevada,Technology,Accessories,Home Office,Same Day,774.11,192.41,0.0
ORD-100947,CUST-1125,2023-07-21,2023-07-22,Central,Wisconsin,Furniture,Tables,Home Office,Standard Class,240.89,5.57,0.05
ORD-100948,CUST-1677,2023-08-18,2023-08-21,West,Arizona,Furniture,Tables,Home Office,Same Day,717.06,105.42,0.05
ORD-100949,CUST-4202,2023-09-09,2023-09-09,West,California,Technology,Copiers,Consumer,Standard Class,620.96,-25.06,0.2
ORD-100950,CUST-3657,2024-03-24,2024-03-27,West,Oregon,Technology,Phones,Home Office,Second Class,926.04,-41.51,0.3
ORD-100951,CUST-1738,2023-04-02,2023-04-05,West,Oregon,Technology,Accessories,Corporate,Second Class,38.43,-0.1,0.1
ORD-100952,CUST-4277,2023-02-18,2023-02-20,West,Nevada,Technology,Copiers,Home Office,Second Class,529.13,-72.71,0.3
ORD-100953,CUST-3194,2024-02-23,2024-02-29,Central,Wisconsin,Technology,Machines,Home Office,Standard Class,987.57,3.55,0.3
ORD-100954,CUST-2319,2022-06-05,2022-06-07,East,Virginia,Office Supplies,Storage,Home Office,Standard Class,795.91,114.05,0.0
ORD-100955,CUST-2299,2024-03-26,2024-03-28,South,Florida,Furniture,Chairs,Consumer,Same Day,879.39,-109.17,0.2
ORD-100956,CUST-4784,2023-10-30,2023-10-31,West,Oregon,Office Supplies,Storage,Corporate,First Class,908.19,-241.95,0.3
ORD-100957,CUST-3102,2022-11-25,2022-11-30,South,Tennessee,Office Supplies,Binders,Corporate,First Class,1473.38,114.0,0.1
ORD-100958,CUST-2458,2023-12-02,2023-12-08,West,Oregon,Office Supplies,Storage,Home Office,Same Day,705.27,-219.06,0.4
ORD-100959,CUST-4555,2022-03-14,2022-03-20,Central,Wisconsin,Furniture,Furnishings,Corporate,Second Class,1133.5,139.6,0.0
ORD-100960,CUST-2158,2024-04-09,2024-04-13,West,California,Office Supplies,Supplies,Consumer,Standard Class,285.93,36.36,0.05
ORD-100961,CUST-1568,2022-04-16,2022-04-21,East,Virginia,Technology,Phones,Consumer,Second Class,881.72,199.4,0.05
ORD-100962,CUST-3962,2022-08-19,2022-08-19,South,Tennessee,Furniture,Chairs,Consumer,Standard Class,65.08,-9.17,0.3
ORD-100963,CUST-2138,2023-05-06,2023-05-12,West,Washington,Furniture,Tables,Consumer,Same Day,275.17,-31.3,0.3
ORD-100964,CUST-2490,2024-03-28,2024-03-28,West,Washington,Office Supplies,Storage,Home Office,Same Day,1334.06,-26.52,0.05
ORD-100965,CUST-3915,2023-10-29,2023-10-29,East,Massachusetts,Office Supplies,Supplies,Consumer,First Class,1153.72,87.47,0.05
ORD-100966,CUST-4392,2023-05-05,2023-05-10,South,Tennessee,Furniture,Tables,Consumer,First Class,940.67,-272.17,0.4
ORD-100967,CUST-2921,2022-02-16,2022-02-16,South,North Carolina,Furniture,Chairs,Home Office,Same Day,29.24,1.76,0.2
ORD-100968,CUST-2821,2023-10-26,2023-10-26,West,Arizona,Furniture,Tables,Corporate,Same Day,1107.42,71.79,0.1
ORD-100969,CUST-4916,2023-05-14,2023-05-20,South,Alabama,Office Supplies,Storage,Home Office,First Class,47.16,4.62,0.05
ORD-100970,CUST-3917,2023-06-06,2023-06-08,South,Georgia,Office Supplies,Binders,Corporate,Standard Class,594.3,65.12,0.2
ORD-100971,CUST-2397,2022-09-04,2022-09-05,West,Nevada,Office Supplies,Paper,Consumer,Second Class,1342.2,-278.54,0.3
ORD-100972,CUST-4226,2022-11-04,2022-11-09,West,Oregon,Technology,Phones,Home Office,Same Day,131.94,-7.41,0.3
ORD-100973,CUST-2171,2023-04-21,2023-04-27,East,Virginia,Office Supplies,Paper,Corporate,Same Day,1248.86,152.46,0.1
ORD-100974,CUST-4342,2024-05-24,2024-05-29,East,New York,Furniture,Bookcases,Consumer,Standard Class,239.73,-22.77,0.3
ORD-100975,CUST-3383,2022-12-03,2022-12-03,South,Georgia,Technology,Copiers,Home Office,Standard Class,517.08,-97.23,0.3
ORD-100976,CUST-4342,2024-01-05,2024-01-07,East,Pennsylvania,Furniture,Chairs,Corporate,First Class,1406.49,41.55,0.05
ORD-100977,CUST-4002,2023-04-18,2023-04-22,West,Washington,Office Supplies,Binders,Home Office,Standard Class,369.21,-19.78,0.3
ORD-100978,CUST-3190,2022-08-09,2022-08-12,West,Washington,Office Supplies,Binders,Consumer,First Class,1169.29,118.13,0.1
ORD-100979,CUST-3624,2023-12-14,2023-12-18,West,Oregon,Technology,Phones,Consumer,First Class,394.22,56.1,0.0
ORD-100980,CUST-1075,2024-04-20,2024-04-26,East,Virginia,Furniture,Furnishings,Home Office,First Class,1462.42,-52.62,0.1
ORD-100981,CUST-1240,2022-02-20,2022-02-24,West,California,Office Supplies,Storage,Consumer,First Class,904.26,181.05,0.0
ORD-100982,CUST-3853,2022-03-15,2022-03-19,West,Arizona,Office Supplies,Binders,Home Office,First Class,909.57,42.39,0.0
ORD-100983,CUST-1967,2023-04-06,2023-04-12,West,California,Technology,Phones,Home Office,Same Day,1209.37,351.95,0.0
ORD-100984,CUST-4452,2023-11-17,2023-11-23,South,Alabama,Office Supplies,Storage,Home Office,Same Day,651.02,-95.95,0.3
ORD-100985,CUST-4510,2023-07-10,2023-07-14,West,Arizona,Furniture,Tables,Consumer,Standard Class,1382.93,157.56,0.05
ORD-100986,CUST-4467,2023-02-23,2023-02-26,East,Massachusetts,Office Supplies,Supplies,Corporate,Second Class,252.42,-30.84,0.2
ORD-100987,CUST-2814,2022-05-12,2022-05-14,East,New Jersey,Technology,Phones,Home Office,Second Class,755.5,130.35,0.1
ORD-100988,CUST-1246,2022-11-24,2022-11-24,South,Georgia,Office Supplies,Binders,Home Office,First Class,1294.14,230.73,0.0
ORD-100989,CUST-3844,2022-03-18,2022-03-23,East,Massachusetts,Technology,Phones,Corporate,Second Class,1495.98,329.56,0.1
ORD-100990,CUST-2293,2022-11-29,2022-12-02,West,Washington,Technology,Machines,Home Office,Standard Class,755.33,121.09,0.0
ORD-100991,CUST-4261,2022-11-28,2022-12-01,South,Georgia,Office Supplies,Supplies,Home Office,Second Class,144.61,3.65,0.2
ORD-100992,CUST-4056,2022-04-18,2022-04-18,East,Virginia,Technology,Phones,Corporate,Same Day,955.24,-83.62,0.3
ORD-100993,CUST-2546,2023-04-29,2023-05-02,West,Oregon,Office Supplies,Binders,Home Office,Same Day,634.61,113.72,0.1
ORD-100994,CUST-1390,2022-10-22,2022-10-26,Central,Wisconsin,Office Supplies,Supplies,Consumer,Same Day,400.81,-72.69,0.4
ORD-100995,CUST-3827,2022-09-11,2022-09-14,South,Alabama,Technology,Copiers,Consumer,Second Class,1491.11,213.76,0.0
ORD-100996,CUST-2415,2022-07-28,2022-07-29,South,Tennessee,Furniture,Furnishings,Corporate,Second Class,588.75,-124.47,0.4
ORD-100997,CUST-2893,2022-07-04,2022-07-09,South,North Carolina,Technology,Copiers,Consumer,Same Day,1398.15,224.45,0.05
ORD-100998,CUST-1769,2023-06-18,2023-06-21,Central,Minnesota,Technology,Phones,Home Office,Standard Class,1477.43,214.34,0.05
ORD-100999,CUST-4931,2023-02-28,2023-03-02,West,Arizona,Office Supplies,Paper,Consumer,First Class,644.75,3.71,0.1
ORD-101000,CUST-4048,2022-09-13,2022-09-15,West,Arizona,Technology,Copiers,Consumer,Standard Class,82.83,-13.98,0.2
ORD-101001,CUST-4938,2022-01-26,2022-02-01,South,Alabama,Technology,Copiers,Consumer,Standard Class,1162.71,-217.27,0.4
ORD-101002,CUST-3550,2023-10-13,2023-10-18,East,Virginia,Office Supplies,Supplies,Corporate,Standard Class,379.94,58.42,0.05
ORD-101003,CUST-2094,2022-11-17,2022-11-21,Central,Illinois,Furniture,Tables,Home Office,Same Day,745.0,-50.62,0.2
ORD-101004,CUST-4157,2022-01-19,2022-01-19,Central,Wisconsin,Furniture,Bookcases,Corporate,First Class,1445.23,101.98,0.05
ORD-101005,CUST-4231,2024-05-27,2024-05-27,South,Tennessee,Office Supplies,Binders,Home Office,Same Day,427.3,-97.89,0.4
ORD-101006,CUST-4594,2023-02-03,2023-02-03,Central,Texas,Office Supplies,Binders,Corporate,Standard Class,265.62,-6.04,0.1
ORD-101007,CUST-3488,2023-12-04,2023-12-06,South,Alabama,Office Supplies,Supplies,Consumer,Standard Class,896.85,190.76,0.05
ORD-101008,CUST-4074,2022-03-26,2022-03-27,West,Arizona,Furniture,Tables,Home Office,Standard Class,1092.66,-29.36,0.1
ORD-101009,CUST-3724,2022-12-21,2022-12-24,West,Washington,Technology,Copiers,Corporate,Standard Class,285.83,29.87,0.05
ORD-101010,CUST-2378,2024-02-25,2024-02-26,West,Nevada,Technology,Copiers,Home Office,Standard Class,572.82,6.86,0.05
ORD-101011,CUST-4019,2024-05-18,2024-05-20,South,Georgia,Office Supplies,Paper,Corporate,Standard Class,1121.75,241.91,0.05
ORD-101012,CUST-2275,2022-04-10,2022-04-10,East,Massachusetts,Furniture,Furnishings,Consumer,Standard Class,951.07,115.25,0.1
ORD-101013,CUST-3957,2022-07-30,2022-07-30,East,New Jersey,Technology,Phones,Home Office,Standard Class,954.03,-151.02,0.3
ORD-101014,CUST-1608,2022-10-03,2022-10-05,West,Arizona,Furniture,Furnishings,Corporate,Second Class,606.45,-29.01,0.2
ORD-101015,CUST-1242,2023-06-06,2023-06-09,Central,Michigan,Furniture,Tables,Corporate,First Class,1441.38,-111.38,0.2
ORD-101016,CUST-4005,2023-10-28,2023-10-28,South,Georgia,Furniture,Furnishings,Corporate,First Class,1481.79,174.48,0.0
ORD-101017,CUST-1659,2024-05-15,2024-05-15,South,Georgia,Technology,Accessories,Home Office,Second Class,768.04,-16.34,0.2
ORD-101018,CUST-4335,2023-05-11,2023-05-11,East,New York,Furniture,Bookcases,Corporate,Second Class,1394.1,181.33,0.05
ORD-101019,CUST-2327,2023-01-04,2023-01-06,West,Washington,Office Supplies,Paper,Corporate,First Class,172.41,-46.13,0.3
ORD-101020,CUST-1328,2023-10-28,2023-10-29,West,Arizona,Office Supplies,Supplies,Home Office,Standard Class,1187.94,-66.25,0.2
ORD-101021,CUST-3298,2023-05-29,2023-06-01,South,Tennessee,Office Supplies,Supplies,Consumer,Standard Class,575.84,59.07,0.0
ORD-101022,CUST-3694,2023-06-28,2023-06-28,South,Florida,Technology,Accessories,Home Office,Same Day,133.93,9.72,0.2
ORD-101023,CUST-2418,2022-06-25,2022-06-28,West,Arizona,Office Supplies,Storage,Consumer,Standard Class,556.32,-89.91,0.3
ORD-101024,CUST-3351,2022-09-24,2022-09-27,West,Arizona,Office Supplies,Supplies,Corporate,Second Class,460.14,-133.25,0.4
ORD-101025,CUST-3171,2023-03-11,2023-03-17,West,Nevada,Technology,Machines,Corporate,Standard Class,1329.25,62.12,0.05
ORD-101026,CUST-4496,2023-06-22,2023-06-28,West,Washington,Office Supplies,Paper,Home Office,Second Class,376.88,-33.54,0.3
ORD-101027,CUST-2600,2022-07-09,2022-07-10,Central,Illinois,Furniture,Tables,Consumer,Second Class,226.52,-53.35,0.3
ORD-101028,CUST-3423,2022-08-13,2022-08-13,West,Oregon,Office Supplies,Storage,Home Office,Standard Class,163.14,16.96,0.1
ORD-101029,CUST-2515,2022-04-18,2022-04-24,South,Florida,Technology,Phones,Home Office,Standard Class,140.3,6.47,0.05
ORD-101030,CUST-3295,2023-08-02,2023-08-05,West,Arizona,Furniture,Bookcases,Corporate,Same Day,149.58,-20.95,0.4
ORD-101031,CUST-3328,2022-08-10,2022-08-11,East,Massachusetts,Office Supplies,Binders,Corporate,Second Class,1285.01,-89.67,0.2
ORD-101032,CUST-2748,2023-05-17,2023-05-23,East,Massachusetts,Furniture,Furnishings,Consumer,Standard Class,508.43,50.42,0.1
ORD-101033,CUST-4537,2023-12-29,2024-01-03,East,Pennsylvania,Office Supplies,Supplies,Home Office,First Class,1328.3,144.99,0.0
ORD-101034,CUST-1670,2023-11-01,2023-11-04,East,New York,Furniture,Bookcases,Home Office,Standard Class,1346.54,111.28,0.1
ORD-101035,CUST-2799,2022-03-14,2022-03-15,East,Pennsylvania,Technology,Machines,Corporate,Standard Class,890.05,234.92,0.05
ORD-101036,CUST-1547,2023-02-02,2023-02-06,East,Pennsylvania,Furniture,Bookcases,Home Office,First Class,359.34,-23.8,0.3
ORD-101037,CUST-2308,2022-12-27,2023-01-02,East,Virginia,Technology,Copiers,Corporate,Second Class,889.43,-112.11,0.2
ORD-101038,CUST-1921,2022-07-31,2022-08-02,West,Nevada,Furniture,Chairs,Consumer,Second Class,550.83,-12.12,0.1
ORD-101039,CUST-3435,2023-10-20,2023-10-24,East,New Jersey,Technology,Machines,Home Office,Standard Class,336.02,-24.78,0.2
ORD-101040,CUST-3312,2023-07-02,2023-07-06,South,Georgia,Technology,Phones,Home Office,Second Class,1338.77,-33.89,0.1
ORD-101041,CUST-1827,2023-06-01,2023-06-03,West,Oregon,Furniture,Furnishings,Corporate,Same Day,152.81,33.2,0.0
ORD-101042,CUST-1473,2024-01-31,2024-02-04,West,Washington,Technology,Copiers,Consumer,Same Day,778.18,-31.41,0.3
ORD-101043,CUST-1480,2024-03-23,2024-03-23,South,Tennessee,Office Supplies,Binders,Corporate,First Class,998.65,47.32,0.05
ORD-101044,CUST-2509,2024-06-16,2024-06-19,Central,Texas,Furniture,Tables,Corporate,Standard Class,89.29,-10.14,0.4
ORD-101045,CUST-1825,2023-12-16,2023-12-22,West,Washington,Office Supplies,Paper,Consumer,Second Class,374.04,-77.59,0.4
ORD-101046,CUST-2628,2022-01-07,2022-01-07,East,Virginia,Technology,Machines,Corporate,Same Day,1417.75,-115.03,0.2
ORD-101047,CUST-1206,2023-09-01,2023-09-07,West,Washington,Furniture,Bookcases,Consumer,First Class,1308.23,203.53,0.1
ORD-101048,CUST-1038,2022-05-17,2022-05-20,West,Washington,Office Supplies,Paper,Home Office,Same Day,713.83,97.98,0.0
ORD-101049,CUST-1943,2023-04-20,2023-04-20,West,Arizona,Technology,Copiers,Consumer,First Class,766.93,135.04,0.0
ORD-101050,CUST-4640,2023-06-03,2023-06-04,East,New Jersey,Technology,Phones,Consumer,Second Class,246.3,-17.91,0.2
ORD-101051,CUST-1762,2024-03-15,2024-03-16,South,Georgia,Technology,Machines,Corporate,Same Day,67.32,7.82,0.05
ORD-101052,CUST-2734,2024-02-08,2024-02-08,West,Nevada,Technology,Machines,Consumer,Standard Class,732.64,133.88,0.0
ORD-101053,CUST-1353,2022-02-18,2022-02-20,South,Georgia,Technology,Phones,Consumer,Second Class,1173.38,-19.37,0.1
ORD-101054,CUST-1512,2024-04-19,2024-04-23,Central,Minnesota,Office Supplies,Storage,Consumer,Standard Class,387.92,9.61,0.1
ORD-101055,CUST-3831,2024-04-30,2024-05-02,East,New York,Furniture,Furnishings,Corporate,Standard Class,357.31,-19.01,0.2
ORD-101056,CUST-3277,2023-09-02,2023-09-07,West,Nevada,Technology,Phones,Consumer,First Class,1161.95,-380.98,0.4
ORD-101057,CUST-3002,2022-09-07,2022-09-11,South,North Carolina,Office Supplies,Binders,Home Office,Same Day,951.54,31.37,0.05
ORD-101058,CUST-4513,2023-10-02,2023-10-08,West,Washington,Office Supplies,Binders,Home Office,Second Class,236.73,40.95,0.05
ORD-101059,CUST-4756,2022-08-03,2022-08-09,Central,Texas,Technology,Accessories,Corporate,First Class,262.41,-19.79,0.3
ORD-101060,CUST-4158,2023-09-21,2023-09-24,West,Oregon,Office Supplies,Binders,Consumer,Second Class,1290.12,-185.94,0.3
ORD-101061,CUST-1437,2022-03-23,2022-03-28,East,New York,Technology,Accessories,Consumer,Standard Class,381.95,37.14,0.05
ORD-101062,CUST-1286,2023-08-18,2023-08-19,West,Nevada,Furniture,Bookcases,Corporate,Standard Class,1307.21,190.42,0.1
ORD-101063,CUST-2732,2023-09-09,2023-09-14,East,New York,Furniture,Furnishings,Corporate,Same Day,810.56,73.35,0.05
ORD-101064,CUST-3079,2022-01-21,2022-01-27,West,Arizona,Office Supplies,Supplies,Consumer,Second Class,1243.79,356.61,0.0
ORD-101065,CUST-2048,2022-10-23,2022-10-23,West,Arizona,Furniture,Furnishings,Home Office,Standard Class,1285.33,-31.08,0.1
ORD-101066,CUST-2349,2022-09-03,2022-09-05,West,California,Furniture,Tables,Corporate,Same Day,347.89,49.85,0.1
ORD-101067,CUST-3587,2022-03-14,2022-03-18,West,Oregon,Office Supplies,Storage,Consumer,First Class,53.1,-0.78,0.3
ORD-101068,CUST-2220,2022-09-27,2022-10-02,Central,Texas,Office Supplies,Storage,Corporate,Same Day,1164.38,116.38,0.1
ORD-101069,CUST-1422,2023-08-23,2023-08-29,West,Oregon,Technology,Phones,Home Office,Same Day,77.36,-11.89,0.3
ORD-101070,CUST-3872,2023-05-12,2023-05-16,West,Arizona,Technology,Phones,Corporate,Same Day,1046.77,106.19,0.2
ORD-101071,CUST-4837,2023-04-21,2023-04-21,South,Tennessee,Technology,Copiers,Corporate,Standard Class,1481.27,-182.02,0.2
ORD-101072,CUST-3085,2023-10-01,2023-10-01,South,Tennessee,Technology,Copiers,Consumer,Standard Class,947.53,-257.01,0.4
ORD-101073,CUST-3870,2022-02-01,2022-02-03,East,Pennsylvania,Office Supplies,Paper,Consumer,Same Day,214.37,19.08,0.0
ORD-101074,CUST-4422,2023-04-08,2023-04-12,East,New York,Office Supplies,Binders,Consumer,Same Day,1473.03,-205.91,0.3
ORD-101075,CUST-1673,2023-07-13,2023-07-19,West,Washington,Technology,Phones,Home Office,Standard Class,469.09,92.14,0.1
ORD-101076,CUST-3376,2022-07-06,2022-07-12,West,California,Technology,Machines,Corporate,Second Class,1158.74,-364.92,0.4
ORD-101077,CUST-2359,2022-07-06,2022-07-12,Central,Texas,Technology,Machines,Consumer,First Class,76.39,-16.53,0.3
ORD-101078,CUST-4558,2022-03-19,2022-03-25,South,Tennessee,Office Supplies,Paper,Consumer,Standard Class,1304.86,-169.74,0.2
ORD-101079,CUST-4227,2023-12-22,2023-12-23,East,New Jersey,Office Supplies,Supplies,Consumer,First Class,373.84,26.06,0.0
ORD-101080,CUST-2225,2022-09-19,2022-09-24,South,Alabama,Office Supplies,Paper,Corporate,First Class,235.74,24.34,0.05
ORD-101081,CUST-2214,2022-06-14,2022-06-15,Central,Minnesota,Furniture,Furnishings,Corporate,Second Class,1263.67,-116.25,0.3
ORD-101082,CUST-3607,2022-10-01,2022-10-07,East,New Jersey,Technology,Copiers,Corporate,Standard Class,586.4,-101.14,0.4
ORD-101083,CUST-2754,2023-12-22,2023-12-26,West,California,Technology,Accessories,Corporate,Standard Class,549.39,-23.02,0.1
ORD-101084,CUST-2269,2022-05-12,2022-05-17,East,Massachusetts,Furniture,Tables,Consumer,Same Day,497.52,-32.65,0.3
ORD-101085,CUST-3686,2023-01-29,2023-02-02,West,California,Furniture,Furnishings,Corporate,Second Class,1039.37,103.63,0.05
ORD-101086,CUST-1648,2023-11-01,2023-11-03,West,Oregon,Furniture,Bookcases,Home Office,Standard Class,1280.79,-101.21,0.4
ORD-101087,CUST-3678,2023-09-12,2023-09-17,East,Massachusetts,Technology,Phones,Home Office,Second Class,475.08,-105.45,0.4
ORD-101088,CUST-2481,2023-02-25,2023-02-27,West,Arizona,Office Supplies,Paper,Corporate,Standard Class,1121.13,248.17,0.0
ORD-101089,CUST-2465,2022-03-13,2022-03-13,East,Virginia,Office Supplies,Supplies,Corporate,Same Day,1097.85,8.56,0.1
ORD-101090,CUST-4288,2024-05-11,2024-05-12,West,Washington,Furniture,Furnishings,Home Office,First Class,71.15,-7.88,0.4
ORD-101091,CUST-2471,2022-04-17,2022-04-17,Central,Michigan,Technology,Copiers,Corporate,Second Class,194.7,16.37,0.1
ORD-101092,CUST-4815,2022-10-10,2022-10-16,West,Arizona,Furniture,Furnishings,Consumer,First Class,362.17,-40.88,0.3
ORD-101093,CUST-2271,2023-02-03,2023-02-06,South,Alabama,Office Supplies,Binders,Home Office,Second Class,1032.37,-178.01,0.3
ORD-101094,CUST-4222,2022-08-05,2022-08-05,Central,Wisconsin,Office Supplies,Storage,Home Office,First Class,350.14,23.56,0.1
ORD-101095,CUST-4986,2023-05-28,2023-05-31,Central,Wisconsin,Technology,Phones,Consumer,First Class,263.14,55.48,0.0
ORD-101096,CUST-4547,2022-05-14,2022-05-20,West,Arizona,Furniture,Chairs,Corporate,Second Class,1203.85,-240.86,0.4
ORD-101097,CUST-4302,2024-04-24,2024-04-30,South,Georgia,Office Supplies,Paper,Home Office,Same Day,342.59,49.85,0.1
ORD-101098,CUST-4042,2023-05-08,2023-05-14,South,Alabama,Technology,Copiers,Consumer,First Class,832.31,-177.72,0.4
ORD-101099,CUST-3984,2023-04-20,2023-04-22,Central,Michigan,Furniture,Chairs,Consumer,Standard Class,1440.8,300.2,0.0
ORD-101100,CUST-3582,2023-06-30,2023-07-01,West,Washington,Furniture,Furnishings,Corporate,Standard Class,338.22,26.79,0.0
ORD-101101,CUST-1599,2022-05-25,2022-05-26,South,Alabama,Furniture,Bookcases,Home Office,Same Day,571.58,-182.06,0.4
ORD-101102,CUST-4510,2023-02-22,2023-02-23,East,New York,Office Supplies,Supplies,Consumer,Standard Class,632.38,-123.02,0.3
ORD-101103,CUST-2896,2022-04-22,2022-04-28,South,Florida,Office Supplies,Paper,Corporate,Same Day,547.96,-100.69,0.4
ORD-101104,CUST-4199,2023-12-22,2023-12-23,East,New Jersey,Technology,Copiers,Consumer,Second Class,759.75,89.05,0.0
ORD-101105,CUST-2492,2023-11-24,2023-11-30,East,Pennsylvania,Technology,Copiers,Consumer,First Class,296.49,31.16,0.1
ORD-101106,CUST-3014,2022-10-15,2022-10-20,West,Oregon,Office Supplies,Paper,Corporate,Standard Class,239.2,-5.73,0.1
ORD-101107,CUST-3672,2024-01-06,2024-01-10,East,Pennsylvania,Technology,Machines,Home Office,First Class,583.89,50.05,0.05
ORD-101108,CUST-3510,2022-12-24,2022-12-25,South,Tennessee,Technology,Phones,Corporate,Second Class,264.89,-4.75,0.05
ORD-101109,CUST-3869,2023-04-20,2023-04-21,West,Oregon,Technology,Accessories,Consumer,Second Class,1008.29,-128.33,0.3
ORD-101110,CUST-3489,2023-03-15,2023-03-21,Central,Wisconsin,Office Supplies,Binders,Consumer,Same Day,1275.84,272.43,0.0
ORD-101111,CUST-3617,2023-01-18,2023-01-18,Central,Wisconsin,Furniture,Chairs,Corporate,Same Day,798.87,-61.26,0.3
ORD-101112,CUST-1085,2023-06-10,2023-06-12,West,Nevada,Office Supplies,Storage,Corporate,First Class,591.31,-146.48,0.4
ORD-101113,CUST-2773,2022-06-20,2022-06-26,West,Washington,Technology,Accessories,Corporate,Same Day,1166.37,297.55,0.0
ORD-101114,CUST-2787,2023-09-27,2023-09-29,West,Washington,Technology,Copiers,Corporate,First Class,1089.69,-248.51,0.4
ORD-101115,CUST-4565,2022-05-05,2022-05-07,West,Arizona,Technology,Machines,Corporate,Second Class,277.37,89.88,0.0
ORD-101116,CUST-1304,2022-02-12,2022-02-18,East,Virginia,Office Supplies,Storage,Home Office,First Class,684.23,-194.26,0.4
ORD-101117,CUST-4825,2022-06-09,2022-06-12,West,Washington,Furniture,Bookcases,Consumer,Standard Class,225.9,16.28,0.1
ORD-101118,CUST-3596,2022-08-26,2022-08-27,East,Massachusetts,Furniture,Bookcases,Consumer,Standard Class,1303.31,6.7,0.2
ORD-101119,CUST-2310,2023-06-11,2023-06-14,West,Arizona,Technology,Machines,Corporate,Standard Class,1476.49,-5.51,0.3
ORD-101120,CUST-3374,2023-01-31,2023-02-05,South,Tennessee,Office Supplies,Binders,Corporate,Standard Class,947.59,-284.3,0.4
ORD-101121,CUST-3263,2023-09-10,2023-09-10,South,Florida,Technology,Accessories,Home Office,Same Day,1298.48,230.93,0.0
ORD-101122,CUST-4412,2023-02-03,2023-02-03,Central,Wisconsin,Technology,Accessories,Home Office,Standard Class,1326.16,-250.82,0.4
ORD-101123,CUST-4924,2022-01-14,2022-01-17,West,Arizona,Technology,Machines,Home Office,Second Class,1204.44,-201.76,0.2
ORD-101124,CUST-4249,2022-05-05,2022-05-08,Central,Texas,Technology,Machines,Consumer,Second Class,530.98,60.69,0.05
ORD-101125,CUST-3825,2022-06-27,2022-06-30,West,Arizona,Furniture,Chairs,Home Office,Same Day,998.72,135.05,0.05
ORD-101126,CUST-4661,2023-02-11,2023-02-13,East,New York,Office Supplies,Storage,Corporate,Standard Class,655.77,54.33,0.05
ORD-101127,CUST-4890,2022-03-05,2022-03-05,East,Virginia,Office Supplies,Paper,Corporate,Same Day,447.07,-64.62,0.2
ORD-101128,CUST-4258,2023-02-09,2023-02-11,West,Arizona,Office Supplies,Supplies,Home Office,Same Day,462.18,-99.1,0.3
ORD-101129,CUST-3479,2022-09-04,2022-09-07,East,Virginia,Furniture,Tables,Consumer,Standard Class,1390.28,-69.5,0.1
ORD-101130,CUST-4120,2023-01-19,2023-01-25,West,Washington,Technology,Accessories,Consumer,Second Class,1322.08,-346.36,0.4
ORD-101131,CUST-1453,2024-01-22,2024-01-26,Central,Minnesota,Office Supplies,Binders,Home Office,First Class,862.04,203.14,0.0
ORD-101132,CUST-2813,2024-03-09,2024-03-14,East,New Jersey,Technology,Accessories,Home Office,Standard Class,720.07,-125.77,0.3
